name,description,clean_text,tags,views,comments
Improv Everywhere: A TED speaker's worst nightmare,Colin Robertson had 3 minutes on the TED stage to tell the world about his solar-powered crowdsourced health care solution. And then...,"['colin', 'robertson', '3', 'minute', 'ted', 'stage', 'tell', 'world', 'solar', 'powered', 'crowdsourced', 'health', 'care', 'solution']","['entertainment', 'performance', 'performance art']",2950307,324
Kelli Anderson: Design to challenge reality,Kelli Anderson shatters our expectations about reality by injecting humor and surprise into everyday objects. She shares her disruptive and clever designs.,"['kelli', 'anderson', 'shatter', 'expectation', 'reality', 'inject', 'humor', 'surprise', 'everyday', 'object', 'share', 'disruptive', 'clever', 'design']","['TEDx', 'art', 'design', 'materials']",306296,123
Larry Smith: Why you will fail to have a great career,"In this funny and blunt talk, Larry Smith pulls no punches when he calls out the absurd excuses people invent when they fail to pursue their passions.","['funny', 'blunt', 'talk', 'larry', 'smith', 'pull', 'punch', 'call', 'absurd', 'excuse', 'people', 'invent', 'fail', 'pursue', 'passion']","['TEDx', 'business', 'failure', 'goal-setting', 'happiness', 'success']",5917201,939
Greg Gage: The cockroach beatbox,"By dissecting a cockroach ... yes, live on stage ... TED Fellow and neuroscientist Greg Gage shows how brains receive and deliver electric impulses -- and how legs can respond. This talk comes from the TED-Ed project.","['dissect', 'cockroach', 'yes', 'live', 'stage', 'ted', 'fellow', 'neuroscientist', 'greg', 'gage', 'show', 'brain', 'receive', 'deliver', 'electric', 'impulse', 'leg', 'respond', 'talk', 'come', 'ted', 'ed', 'project']","['TED Fellows', 'TED-Ed', 'biology', 'brain', 'humor', 'insects', 'life', 'nature', 'neuroscience', 'physiology', 'science', 'sound', 'technology']",303986,152
Chris Anderson (TED): Questions no one knows the answers to,TED curator Chris Anderson shares his obsession with questions that no one (yet) knows the answers to. A short intro leads into two questions: Why can't we see evidence of alien life? And How many universes are there?,"['ted', 'curator', 'chris', 'anderson', 'share', 'obsession', 'question', 'know', 'answer', 'short', 'intro', 'lead', 'question', 'evidence', 'alien', 'life', 'universe']","['Planets', 'String theory', 'TED-Ed', 'consciousness', 'cosmos', 'curiosity', 'dark matter', 'education', 'extraterrestrial life', 'math', 'mind', 'nanoscale', 'philosophy', 'physics', 'science', 'space', 'universe']",659450,428
David Gallo: Deep ocean mysteries and wonders,"In the deepest, darkest parts of the oceans are ecosystems with more diversity than a tropical rainforest. Taking us on a voyage into the ocean -- from the deepest trenches to the remains of Titanic -- marine biologist David Gallo explores the wonder and beauty of marine life.","['deep', 'darkest', 'part', 'ocean', 'ecosystem', 'diversity', 'tropical', 'rainforest', 'take', 'voyage', 'ocean', 'deep', 'trench', 'remain', 'titanic', 'marine', 'biologist', 'david', 'gallo', 'explore', 'wonder', 'beauty', 'marine', 'life']","['TED-Ed', 'biology', 'deextinction', 'ecology', 'environment', 'exploration', 'oceans', 'science', 'submarine']",277544,62
Adam Savage: How simple ideas lead to scientific discoveries,"Adam Savage walks through two spectacular examples of profound scientific discoveries that came from simple, creative methods anyone could have followed -- Eratosthenes' calculation of the Earth's circumference around 200 BC and Hippolyte Fizeau's measurement of the speed of light in 1849.","['adam', 'savage', 'walk', 'spectacular', 'example', 'profound', 'scientific', 'discovery', 'come', 'simple', 'creative', 'method', 'follow', 'eratosthenes', 'calculation', 'earth', 'circumference', '200', 'bc', 'hippolyte', 'fizeau', 'measurement', 'speed', 'light', '1849']","['Nobel prize', 'Planets', 'TED-Ed', 'ancient world', 'creativity', 'curiosity', 'education', 'exploration', 'history', 'innovation', 'math', 'physics', 'science', 'simplicity', 'space', 'technology']",877096,145
"Jonathan Haidt: Religion, evolution, and the ecstasy of self-transcendence","Psychologist Jonathan Haidt asks a simple, but difficult question: why do we search for self-transcendence? Why do we attempt to lose ourselves? In a tour through the science of evolution by group selection, he proposes a provocative answer.","['psychologist', 'jonathan', 'haidt', 'ask', 'simple', 'difficult', 'question', 'search', 'self', 'transcendence', 'attempt', 'lose', 'tour', 'science', 'evolution', 'group', 'selection', 'propose', 'provocative', 'answer']","['culture', 'evolution', 'evolutionary psychology', 'religion']",1129577,497
Rob Reid: The $8 billion iPod,"Comic author Rob Reid unveils Copyright Math (TM), a remarkable new field of study based on actual numbers from entertainment industry lawyers and lobbyists.","['comic', 'author', 'rob', 'reid', 'unveil', 'copyright', 'math', 'tm', 'remarkable', 'new', 'field', 'study', 'base', 'actual', 'number', 'entertainment', 'industry', 'lawyer', 'lobbyist']","['business', 'comedy', 'entertainment', 'humor', 'music']",2598055,241
Brené Brown: Listening to shame,"Shame is an unspoken epidemic, the secret behind many forms of broken behavior. Brené Brown, whose earlier talk on vulnerability became a viral hit, explores what can happen when people confront their shame head-on. Her own humor, humanity and vulnerability shine through every word.","['shame', 'unspoken', 'epidemic', 'secret', 'form', 'broken', 'behavior', 'brené', 'brown', 'early', 'talk', 'vulnerability', 'viral', 'hit', 'explore', 'happen', 'people', 'confront', 'shame', 'head', 'humor', 'humanity', 'vulnerability', 'shine', 'word']","['brain', 'culture', 'psychology', 'self']",7988894,707
Scott Summit: Beautiful artificial limbs,"Prosthetics can't replicate the look and feel of lost limbs but they can carry a lot of personality. Designer Scott Summit shows 3D-printed, individually designed prosthetic legs that are unabashedly artificial and completely personal -- from macho to fabulous.","['prosthetic', 'replicate', 'look', 'feel', 'lost', 'limb', 'carry', 'lot', 'personality', 'designer', 'scott', 'summit', 'show', '3d', 'print', 'individually', 'design', 'prosthetic', 'leg', 'unabashedly', 'artificial', 'completely', 'personal', 'macho', 'fabulous']","['TEDx', 'beauty', 'design', 'industrial design', 'prosthetics']",132199,84
Mark Raymond: Victims of the city,"Architecture can bring people together, or divide them -- witness the skyscraper, costly, inefficient, and only serving small portions of the community. At TEDxPortofSpain, Mark Raymond encourages city governments to let go of their old notions of success and consider the balance of environment, economy, and society to design cities for social change.","['architecture', 'bring', 'people', 'divide', 'witness', 'skyscraper', 'costly', 'inefficient', 'serve', 'small', 'portion', 'community', 'tedxportofspain', 'mark', 'raymond', 'encourage', 'city', 'government', 'let', 'old', 'notion', 'success', 'consider', 'balance', 'environment', 'economy', 'society', 'design', 'city', 'social', 'change']","['TEDx', 'architecture', 'cities', 'design', 'social change', 'sustainability']",142164,99
T. Boone Pickens: Let's transform energy -- with natural gas,"The US consumes 25% of the world's oil -- but as energy tycoon T. Boone Pickens points out onstage, the country has no energy policy to prepare for the inevitable. Is alternative energy our bridge to an oil-free future? After losing $150 million investing in wind energy, Pickens suggests it isn't, not yet. What might get us there? Natural gas. After the talk, watch for a lively Q&A with TED Curator Chris Anderson.","['consume', '25', 'world', 'oil', 'energy', 'tycoon', 't.', 'boone', 'pickens', 'point', 'onstage', 'country', 'energy', 'policy', 'prepare', 'inevitable', 'alternative', 'energy', 'bridge', 'oil', 'free', 'future', 'lose', '$', '150', 'million', 'investing', 'wind', 'energy', 'pickens', 'suggest', 'natural', 'gas', 'talk', 'watch', 'lively', 'q&a', 'ted', 'curator', 'chris', 'anderson']","['alternative energy', 'culture', 'economics', 'energy', 'technology']",613676,514
Noel Bairey Merz: The single biggest health threat women face,"Surprising, but true: More women now die of heart disease than men, yet cardiovascular research has long focused on men. Pioneering doctor C. Noel Bairey Merz shares what we know and don't know about women's heart health -- including the remarkably different symptoms women present during a heart attack (and why they're often missed).","['surprising', 'true', 'woman', 'die', 'heart', 'disease', 'man', 'cardiovascular', 'research', 'long', 'focus', 'man', 'pioneer', 'doctor', 'c.', 'noel', 'bairey', 'merz', 'share', 'know', 'know', 'woman', 'heart', 'health', 'include', 'remarkably', 'different', 'symptom', 'woman', 'present', 'heart', 'attack', 'miss']","['TEDx', 'activism', 'biology', 'disease', 'health', 'health care', 'heart health', 'illness', 'medical imaging', 'medical research', 'medicine', 'physiology', 'politics', 'public health', 'science', 'women']",786180,162
"Taylor Wilson: Yup, I built a nuclear fusion reactor","Taylor Wilson believes nuclear fusion is a solution to our future energy needs, and that kids can change the world. And he knows something about both of those: When he was 14, he built a working fusion reactor in his parents' garage. Now 17, he takes the TED stage at short notice to tell (the short version of) his story.","['taylor', 'wilson', 'believe', 'nuclear', 'fusion', 'solution', 'future', 'energy', 'need', 'kid', 'change', 'world', 'know', '14', 'build', 'work', 'fusion', 'reactor', 'parent', 'garage', '17', 'take', 'ted', 'stage', 'short', 'notice', 'tell', 'short', 'version', 'story']","['alternative energy', 'chemistry', 'energy', 'future', 'innovation', 'invention', 'nuclear energy', 'physics', 'science', 'technology', 'youth']",3192405,407
"Billy Collins: Everyday moments, caught in time","Combining dry wit with artistic depth, Billy Collins shares a project in which several of his poems were turned into delightful animated films in a collaboration with Sundance Channel. Five of them are included in this wonderfully entertaining and moving talk -- and don't miss the hilarious final poem!","['combine', 'dry', 'wit', 'artistic', 'depth', 'billy', 'collins', 'share', 'project', 'poem', 'turn', 'delightful', 'animate', 'film', 'collaboration', 'sundance', 'channel', 'include', 'wonderfully', 'entertaining', 'move', 'talk', 'miss', 'hilarious', 'final', 'poem']","['culture', 'entertainment', 'humor', 'poetry']",1140425,96
Jer Thorp: Make data more human,"Jer Thorp creates beautiful data visualizations to put abstract data into a human context. At TEDxVancouver, he shares his moving projects, from graphing an entire year's news cycle, to mapping the way people share articles across the internet.","['jer', 'thorp', 'create', 'beautiful', 'datum', 'visualization', 'abstract', 'datum', 'human', 'context', 'tedxvancouver', 'share', 'move', 'project', 'graph', 'entire', 'year', 'news', 'cycle', 'map', 'way', 'people', 'share', 'article', 'internet']","['TEDx', 'data', 'design', 'media', 'news']",220716,59
Peter Saul: Let's talk about dying,"We can't control if we'll die, but we can ""occupy death,"" in the words of Peter Saul, an emergency doctor. He asks us to think about the end of our lives -- and to question the modern model of slow, intubated death in hospital. Two big questions can help you start this tough conversation.","['control', 'die', 'occupy', 'death', 'word', 'peter', 'saul', 'emergency', 'doctor', 'ask', 'think', 'end', 'life', 'question', 'modern', 'model', 'slow', 'intubated', 'death', 'hospital', 'big', 'question', 'help', 'start', 'tough', 'conversation']","['TEDx', 'death', 'global issues', 'health', 'health care']",873230,202
Donald Sadoway: The missing link to renewable energy,"What's the key to using alternative energy, like solar and wind? Storage -- so we can have power on tap even when the sun's not out and the wind's not blowing. In this accessible, inspiring talk, Donald Sadoway takes to the blackboard to show us the future of large-scale batteries that store renewable energy. As he says: ""We need to think about the problem differently. We need to think big. We need to think cheap.""","['key', 'alternative', 'energy', 'like', 'solar', 'wind', 'storage', 'power', 'tap', 'sun', 'wind', 'blow', 'accessible', 'inspire', 'talk', 'donald', 'sadoway', 'take', 'blackboard', 'future', 'large', 'scale', 'battery', 'store', 'renewable', 'energy', 'say', 'need', 'think', 'problem', 'differently', 'need', 'think', 'big', 'need', 'think', 'cheap']","['alternative energy', 'energy', 'invention', 'technology']",1803069,361
Regina Dugan: From mach-20 glider to hummingbird drone,"""What would you attempt to do if you knew you could not fail?"" asks Regina Dugan, then director of DARPA, the Defense Advanced Research Projects Agency. In this breathtaking talk she describes some of the extraordinary projects -- a robotic hummingbird, a prosthetic arm controlled by thought, and, well, the internet -- that her agency has created by not worrying that they might fail. (Followed by a Q&A with TED's Chris Anderson)","['attempt', 'know', 'fail', 'ask', 'regina', 'dugan', 'director', 'darpa', 'defense', 'advanced', 'research', 'projects', 'agency', 'breathtaking', 'talk', 'describe', 'extraordinary', 'project', 'robotic', 'hummingbird', 'prosthetic', 'arm', 'control', 'thought', 'internet', 'agency', 'create', 'worry', 'fail', 'follow', 'q&a', 'ted', 'chris', 'anderson']","['Internet', 'Vaccines', 'biology', 'biomimicry', 'birds', 'children', 'community', 'design', 'drones', 'engineering', 'flight', 'health', 'innovation', 'invention', 'materials', 'military', 'nanoscale', 'nature', 'neuroscience', 'physics', 'product design', 'prosthetics', 'robots', 'rocket science', 'science', 'technology', 'weather']",1618434,486
"Leymah Gbowee: Unlock the intelligence, passion, greatness of girls","Nobel Peace Prize winner Leymah Gbowee has two powerful stories to tell -- of her own life's transformation, and of the untapped potential of girls around the world. Can we transform the world by unlocking the greatness of girls?","['nobel', 'peace', 'prize', 'winner', 'leymah', 'gbowee', 'powerful', 'story', 'tell', 'life', 'transformation', 'untapped', 'potential', 'girl', 'world', 'transform', 'world', 'unlock', 'greatness', 'girl']","['global issues', 'peace', 'social change', 'women']",1080869,104
"Ayah Bdeir: Building blocks that blink, beep and teach","Imagine a set of electronics as easy to play with as Legos. TED Fellow Ayah Bdeir introduces littleBits, a set of simple, interchangeable blocks that make programming as simple and important a part of creativity as snapping blocks together.","['imagine', 'set', 'electronic', 'easy', 'play', 'legos', 'ted', 'fellow', 'ayah', 'bdeir', 'introduce', 'littlebit', 'set', 'simple', 'interchangeable', 'block', 'programming', 'simple', 'important', 'creativity', 'snap', 'block']","['TED Fellows', 'code', 'creativity', 'education', 'technology', 'toy']",1168080,234
Marco Tempest: A magical tale (with augmented reality),"Marco Tempest spins a beautiful story of what magic is, how it entertains us and how it highlights our humanity -- all while working extraordinary illusions with his hands and an augmented reality machine.","['marco', 'tempest', 'spin', 'beautiful', 'story', 'magic', 'entertain', 'highlight', 'humanity', 'work', 'extraordinary', 'illusion', 'hand', 'augmented', 'reality', 'machine']","['art', 'design', 'entertainment', 'illusion', 'magic', 'technology']",1394503,98
Daniel Schnitzer: Inventing is the easy part. Marketing takes work,"Solar-powered LED lightbulbs could transform the lives of rural Haitians, but as Daniel Schnitzer found, they don't simply sell themselves. At TEDxPittsburgh, he shows how smart health and energy products for the developing world are useless unless the market works too.","['solar', 'power', 'led', 'lightbulb', 'transform', 'life', 'rural', 'haitians', 'daniel', 'schnitzer', 'find', 'simply', 'sell', 'tedxpittsburgh', 'show', 'smart', 'health', 'energy', 'product', 'develop', 'world', 'useless', 'market', 'work']","['TEDx', 'alternative energy', 'global issues', 'green', 'poverty', 'technology']",208115,86
Rick Falkvinge: I am a pirate,"The Pirate Party fights for transparency, anonymity and sensible copyright laws. At TEDxObserver, Rick Falkvinge explains how he became the leader of Europe's tech-driven political party, which so far has won 17 seats across national parliaments in Europe.","['pirate', 'party', 'fight', 'transparency', 'anonymity', 'sensible', 'copyright', 'law', 'tedxobserver', 'rick', 'falkvinge', 'explain', 'leader', 'europe', 'tech', 'drive', 'political', 'party', 'far', 'win', '17', 'seat', 'national', 'parliament', 'europe']","['Internet', 'TEDx', 'global issues', 'politics', 'technology']",181010,122
Tierney Thys +  Plankton Chronicles Project: The secret life of plankton,"New videography techniques have opened up the oceans' microscopic ecosystem, revealing it to be both mesmerizingly beautiful and astoundingly complex. Explore this hidden world that underpins our own food chain -- in the first-ever TEDTalk given by a fish ...","['new', 'videography', 'technique', 'open', 'ocean', 'microscopic', 'ecosystem', 'reveal', 'mesmerizingly', 'beautiful', 'astoundingly', 'complex', 'explore', 'hide', 'world', 'underpin', 'food', 'chain', 'tedtalk', 'give', 'fish']","['TED-Ed', 'oceans']",197120,76
"Sherry Turkle: Connected, but alone?","As we expect more from technology, do we expect less from each other? Sherry Turkle studies how our devices and online personas are redefining human connection and communication -- and asks us to think deeply about the new kinds of connection we want to have.","['expect', 'technology', 'expect', 'sherry', 'turkle', 'study', 'device', 'online', 'persona', 'redefine', 'human', 'connection', 'communication', 'ask', 'think', 'deeply', 'new', 'kind', 'connection', 'want']","['AI', 'communication', 'community', 'culture', 'sociology', 'technology']",4066376,587
"Chip Kidd: Designing books is no laughing matter. OK, it is.","Chip Kidd doesn’t judge books by their cover, he creates covers that embody the book -- and he does it with a wicked sense of humor. In one of the funniest talks from TED2012, he shows the art and deep thought of his cover designs. This talk is from The Design Studio session at TED2012, guest-curated by Chee Pearlman and David Rockwell.","['chip', 'kidd', 'judge', 'book', 'cover', 'create', 'cover', 'embody', 'book', 'wicked', 'sense', 'humor', 'funniest', 'talk', 'ted2012', 'show', 'art', 'deep', 'thought', 'cover', 'design', 'talk', 'design', 'studio', 'session', 'ted2012', 'guest', 'curate', 'chee', 'pearlman', 'david', 'rockwell']","['creativity', 'design', 'humor', 'literature']",1752014,111
Jack Choi: On the virtual dissection table,"Onstage at TED2012, Jack Choi demonstrates a powerful tool for training medical students: a stretcher-sized multi-touch screen of the human body that lets you explore, dissect and understand the body's parts and systems.","['onstage', 'ted2012', 'jack', 'choi', 'demonstrate', 'powerful', 'tool', 'train', 'medical', 'student', 'stretcher', 'sized', 'multi', 'touch', 'screen', 'human', 'body', 'let', 'explore', 'dissect', 'understand', 'body', 'part', 'system']","['health care', 'interface design', 'medical research', 'technology']",975115,82
Lucy McRae: How can technology transform the human body?,"TED Fellow Lucy McRae is a body architect -- she imagines ways to merge biology and technology in our own bodies. In this visually stunning talk, she shows her work, from clothes that recreate the body's insides for a music video with pop-star Robyn, to a pill that, when swallowed, lets you sweat perfume.","['ted', 'fellow', 'lucy', 'mcrae', 'body', 'architect', 'imagine', 'way', 'merge', 'biology', 'technology', 'body', 'visually', 'stunning', 'talk', 'show', 'work', 'clothe', 'recreate', 'body', 'inside', 'music', 'video', 'pop', 'star', 'robyn', 'pill', 'swallow', 'let', 'sweat', 'perfume']","['Human body', 'TED Fellows', 'architecture', 'design', 'smell', 'technology']",1565486,177
"Carvens Lissaint: ""Put the financial aid in the bag""","At TEDYouth 2011, performance artist Carvens Lissaint shows how to use language, metaphor and imagery to express a powerful idea -- as in this spoken-word performance, a stirring plea to make college education more accessible.","['tedyouth', '2011', 'performance', 'artist', 'carvens', 'lissaint', 'show', 'use', 'language', 'metaphor', 'imagery', 'express', 'powerful', 'idea', 'speak', 'word', 'performance', 'stirring', 'plea', 'college', 'education', 'accessible']","['TED-Ed', 'TEDYouth', 'culture', 'entertainment', 'language', 'poetry', 'youth']",186308,175
Jonathan Foley: The other inconvenient truth,"A skyrocketing demand for food means that agriculture has become the largest driver of climate change, biodiversity loss and environmental destruction. Jonathan Foley shows why we desperately need to begin ""terraculture"" -- farming for the whole planet.","['skyrocket', 'demand', 'food', 'mean', 'agriculture', 'large', 'driver', 'climate', 'change', 'biodiversity', 'loss', 'environmental', 'destruction', 'jonathan', 'foley', 'show', 'desperately', 'need', 'begin', 'terraculture', 'farm', 'planet']","['TEDx', 'agriculture', 'environment', 'global issues']",702977,419
Frank Warren: Half a million secrets,"""Secrets can take many forms -- they can be shocking, or silly, or soulful."" Frank Warren, the founder of PostSecret.com, shares some of the half-million secrets that strangers have mailed him on postcards.","['secret', 'form', 'shocking', 'silly', 'soulful', 'frank', 'warren', 'founder', 'postsecret.com', 'share', 'half', 'million', 'secret', 'stranger', 'mail', 'postcard']","['community', 'creativity', 'design', 'memory', 'storytelling']",3055565,168
Frans de Waal: Moral behavior in animals,"What happens when two monkeys are paid unequally? Fairness, reciprocity, empathy, cooperation -- caring about the well-being of others seems like a very human trait. But Frans de Waal shares some surprising videos of behavioral tests, on primates and other mammals, that show how many of these moral traits all of us share.","['happen', 'monkey', 'pay', 'unequally', 'fairness', 'reciprocity', 'empathy', 'cooperation', 'care', 'like', 'human', 'trait', 'frans', 'de', 'waal', 'share', 'surprising', 'video', 'behavioral', 'test', 'primate', 'mammal', 'moral', 'trait', 'share']","['TEDx', 'animals', 'community', 'monkeys', 'morality', 'science']",3578701,619
Melinda Gates: Let's put birth control back on the agenda,"Contraception. The topic has become controversial in recent years. But should it be? Melinda Gates believes that many of the world's social change issues depend on ensuring that women are able to control their rate of having kids. In this significant talk at TEDxChange, she makes the case for the world to re-examine an issue she intends to lend her voice to for the next decade.","['contraception', 'topic', 'controversial', 'recent', 'year', 'melinda', 'gates', 'believe', 'world', 'social', 'change', 'issue', 'depend', 'ensure', 'woman', 'able', 'control', 'rate', 'have', 'kid', 'significant', 'talk', 'tedxchange', 'make', 'case', 'world', 'examine', 'issue', 'intend', 'lend', 'voice', 'decade']","['TEDx', 'culture', 'global issues', 'health care', 'population', 'sex']",1141812,650
Tal Golesworthy: How I repaired my own heart,"Tal Golesworthy is a boiler engineer -- he knows piping and plumbing. When he needed surgery to repair a life-threatening problem with his aorta, he mixed his engineering skills with his doctors' medical knowledge to design a better repair job.","['tal', 'golesworthy', 'boiler', 'engineer', 'know', 'piping', 'plumbing', 'need', 'surgery', 'repair', 'life', 'threaten', 'problem', 'aorta', 'mix', 'engineering', 'skill', 'doctor', 'medical', 'knowledge', 'design', 'well', 'repair', 'job']","['Surgery', 'TEDx', 'biology', 'biomechanics', 'biotech', 'collaboration', 'design', 'disease', 'engineering', 'future', 'health', 'health care', 'heart health', 'innovation', 'materials', 'medical research', 'medicine', 'physiology', 'product design', 'science', 'technology']",1324704,148
Abigail Washburn: Building US-China relations ... by banjo,TED Fellow Abigail Washburn wanted to be a lawyer improving US-China relations -- until she picked up a banjo. She tells a moving story of the remarkable connections she's formed touring across the United States and China while playing that banjo and singing in Chinese.,"['ted', 'fellow', 'abigail', 'washburn', 'want', 'lawyer', 'improve', 'china', 'relation', 'pick', 'banjo', 'tell', 'move', 'story', 'remarkable', 'connection', 'form', 'tour', 'united', 'states', 'china', 'play', 'banjo', 'singing', 'chinese']","['Asia', 'TED Fellows', 'china', 'culture', 'entertainment', 'music', 'world cultures']",981351,124
Atul Gawande: How do we heal medicine?,"Our medical systems are broken. Doctors are capable of extraordinary (and expensive) treatments, but they are losing their core focus: actually treating people. Doctor and writer Atul Gawande suggests we take a step back and look at new ways to do medicine -- with fewer cowboys and more pit crews.","['medical', 'system', 'break', 'doctor', 'capable', 'extraordinary', 'expensive', 'treatment', 'lose', 'core', 'focus', 'actually', 'treat', 'people', 'doctor', 'writer', 'atul', 'gawande', 'suggest', 'step', 'look', 'new', 'way', 'medicine', 'few', 'cowboy', 'pit', 'crew']","['health care', 'heart health', 'medicine']",1654299,191
Drew Curtis: How I beat a patent troll,"Drew Curtis, the founder of fark.com, tells the story of how he fought a lawsuit from a company that had a patent, ""...for the creation and distribution of news releases via email."" Along the way he shares some nutty statistics about the growing legal problem of frivolous patents.","['drew', 'curtis', 'founder', 'fark.com', 'tell', 'story', 'fight', 'lawsuit', 'company', 'patent', 'creation', 'distribution', 'news', 'release', 'email', 'way', 'share', 'nutty', 'statistic', 'grow', 'legal', 'problem', 'frivolous', 'patent']","['business', 'entrepreneur', 'law']",1061687,135
Taryn Simon: The stories behind the bloodlines,"Taryn Simon captures the essence of vast, generation-spanning stories by photographing the descendants of people at the center of the narrative. In this riveting talk she shows a stream of these stories from all over the world, investigating the nature of genealogy and the way our lives are shaped by the interplay of many different forces.","['taryn', 'simon', 'capture', 'essence', 'vast', 'generation', 'span', 'story', 'photograph', 'descendant', 'people', 'center', 'narrative', 'riveting', 'talk', 'show', 'stream', 'story', 'world', 'investigate', 'nature', 'genealogy', 'way', 'life', 'shape', 'interplay', 'different', 'force']","['art', 'culture', 'global issues', 'photography']",777180,62
Laura Carstensen: Older people are happier,"In the 20th century we added an unprecedented number of years to our lifespans, but is the quality of life as good? Surprisingly, yes! Psychologist Laura Carstensen shows research that demonstrates that as people get older they become happier, more content, and have a more positive outlook on the world.","['20th', 'century', 'add', 'unprecedented', 'number', 'year', 'lifespan', 'quality', 'life', 'good', 'surprisingly', 'yes', 'psychologist', 'laura', 'carstensen', 'show', 'research', 'demonstrate', 'people', 'old', 'happy', 'content', 'positive', 'outlook', 'world']","['TEDx', 'aging', 'culture', 'happiness', 'health', 'humanity', 'life', 'mental health', 'mind', 'personal growth', 'population', 'psychology', 'science', 'women']",1197677,129
Christina Warinner: Tracking ancient diseases using ... plaque,"Imagine what we could learn about diseases by studying the history of human disease, from ancient hominids to the present. But how? TED Fellow Christina Warinner is an achaeological geneticist, and she's found a spectacular new tool -- the microbial DNA in fossilized dental plaque.","['imagine', 'learn', 'disease', 'study', 'history', 'human', 'disease', 'ancient', 'hominid', 'present', 'ted', 'fellow', 'christina', 'warinner', 'achaeological', 'geneticist', 'find', 'spectacular', 'new', 'tool', 'microbial', 'dna', 'fossilized', 'dental', 'plaque']","['TED Fellows', 'ancient world', 'anthropology', 'bacteria', 'biology', 'disease', 'evolution', 'food', 'genetics', 'health', 'history', 'innovation', 'medicine', 'paleontology', 'science']",651717,53
Brian Greene: Is our universe the only universe?,"Is there more than one universe? In this visually rich, action-packed talk, Brian Greene shows how the unanswered questions of physics (starting with a big one: What caused the Big Bang?) have led to the theory that our own universe is just one of many in the ""multiverse.""","['universe', 'visually', 'rich', 'action', 'pack', 'talk', 'brian', 'greene', 'show', 'unanswered', 'question', 'physics', 'start', 'big', 'cause', 'big', 'bang', 'lead', 'theory', 'universe', 'multiverse']","['Planets', 'String theory', 'TED Brain Trust', 'astronomy', 'big bang', 'cosmos', 'dark matter', 'exploration', 'math', 'physics', 'science', 'space', 'time', 'universe']",3327164,763
Michael Norton: How to buy happiness,"At TEDxCambridge, Michael Norton shares fascinating research on how money can indeed buy happiness -- when you don't spend it on yourself. Listen for surprising data on the many ways pro-social spending can benefit you, your work, and (of course) other people.","['tedxcambridge', 'michael', 'norton', 'share', 'fascinating', 'research', 'money', 'buy', 'happiness', 'spend', 'listen', 'surprising', 'datum', 'way', 'pro', 'social', 'spending', 'benefit', 'work', 'course', 'people']","['TEDx', 'business', 'community', 'consumerism', 'happiness', 'money', 'philanthropy', 'psychology']",3539952,409
Jon Bergmann: Just how small is an atom?,"Just how small are atoms? Really, really, really small. This fast-paced animation from TED-Ed uses metaphors (imagine a blueberry the size of a football stadium!) to give a visceral sense of just how small atoms are. Lesson by Jon Bergmann, animation by Cognitive Media.","['small', 'atom', 'small', 'fast', 'pace', 'animation', 'ted', 'ed', 'use', 'metaphor', 'imagine', 'blueberry', 'size', 'football', 'stadium', 'visceral', 'sense', 'small', 'atom', 'lesson', 'jon', 'bergmann', 'animation', 'cognitive', 'medium']","['TED-Ed', 'chemistry', 'nanoscale', 'physics', 'science']",419672,224
Eduardo Paes: The 4 commandments of cities,"Eduardo Paes is the mayor of Rio de Janeiro, a sprawling, complicated, beautiful city of 6.5 million. He shares four big ideas about leading Rio -- and all cities -- into the future, including bold (and do-able) infrastructure upgrades and how to make a city ""smarter.""","['eduardo', 'paes', 'mayor', 'rio', 'de', 'janeiro', 'sprawl', 'complicated', 'beautiful', 'city', '6.5', 'million', 'share', 'big', 'idea', 'lead', 'rio', 'city', 'future', 'include', 'bold', 'able', 'infrastructure', 'upgrade', 'city', 'smart']","['Brazil', 'South America', 'TED Prize', 'cities', 'infrastructure', 'technology', 'urban planning']",834897,208
Nancy Lublin: Texting that saves lives,"When Nancy Lublin started texting teenagers to help with her social advocacy organization, what she found was shocking -- they started texting back about their own problems, from bullying to depression to abuse. So she's setting up a text-only crisis line, and the results might be even more important than she expected.","['nancy', 'lublin', 'start', 'texte', 'teenager', 'help', 'social', 'advocacy', 'organization', 'find', 'shocking', 'start', 'texte', 'problem', 'bully', 'depression', 'abuse', 'set', 'text', 'crisis', 'line', 'result', 'important', 'expect']","['activism', 'bullying', 'culture', 'global issues', 'health', 'youth']",979094,157
Joe Smith: How to use a paper towel,"You use paper towels to dry your hands every day, but chances are, you're doing it wrong. In this enlightening and funny short talk, Joe Smith reveals the trick to perfect paper towel technique.","['use', 'paper', 'towel', 'dry', 'hand', 'day', 'chance', 'wrong', 'enlightening', 'funny', 'short', 'talk', 'joe', 'smith', 'reveal', 'trick', 'perfect', 'paper', 'towel', 'technique']","['TEDx', 'entertainment', 'green', 'hack', 'humor', 'materials', 'simplicity']",3270359,398
Brenda Romero: Gaming for understanding,"It's never easy to get across the magnitude of complex tragedies -- so when Brenda Romero's daughter came home from school asking about slavery, she did what she does for a living -- she designed a game. She describes the surprising effectiveness of this game, and others, in helping the player really understand the story.","['easy', 'magnitude', 'complex', 'tragedy', 'brenda', 'romero', 'daughter', 'come', 'home', 'school', 'ask', 'slavery', 'living', 'design', 'game', 'describe', 'surprising', 'effectiveness', 'game', 'help', 'player', 'understand', 'story']","['TEDx', 'gaming', 'global issues', 'history', 'social change']",490092,130
